2026-01-09 14:45:39 0 [Note] Starting MariaDB 10.4.32-MariaDB source revision c4143f909528e3fab0677a28631d10389354c491 as process 2576
2026-01-09 14:45:39 0 [Note] InnoDB: Mutexes and rw_locks use Windows interlocked functions
2026-01-09 14:45:39 0 [Note] InnoDB: Uses event mutexes
2026-01-09 14:45:39 0 [Note] InnoDB: Compressed tables use zlib 1.3
2026-01-09 14:45:39 0 [Note] InnoDB: Number of pools: 1
2026-01-09 14:45:39 0 [Note] InnoDB: Using SSE2 crc32 instructions
2026-01-09 14:45:39 0 [Note] InnoDB: Initializing buffer pool, total size = 16M, instances = 1, chunk size = 16M
2026-01-09 14:45:39 0 [Note] InnoDB: Completed initialization of buffer pool
2026-01-09 14:45:39 0 [Note] InnoDB: Starting crash recovery from checkpoint LSN=300288
2026-01-09 14:45:39 0 [Warning] InnoDB: Are you sure you are using the right ib_logfiles to start up the database? Log sequence number in the ib_logfiles is 300288, less than the log sequence number in the first system tablespace file header, 914965.
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=231] with future log sequence number 304521
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=358] with future log sequence number 304065
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=220] with future log sequence number 304021
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=357] with future log sequence number 304021
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=219] with future log sequence number 303977
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=356] with future log sequence number 303977
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=218] with future log sequence number 303933
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=355] with future log sequence number 303933
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=217] with future log sequence number 303889
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=354] with future log sequence number 303889
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=216] with future log sequence number 303845
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=353] with future log sequence number 303845
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=215] with future log sequence number 303801
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=352] with future log sequence number 303801
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=214] with future log sequence number 303757
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=351] with future log sequence number 303757
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=213] with future log sequence number 303713
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=350] with future log sequence number 303713
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=35, page number=6] with future log sequence number 426877
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=35, page number=5] with future log sequence number 426401
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=35, page number=4] with future log sequence number 425905
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=35, page number=3] with future log sequence number 425397
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=35, page number=2] with future log sequence number 426831
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=35, page number=1] with future log sequence number 426608
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=2, page number=6] with future log sequence number 432201
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=34, page number=4] with future log sequence number 405565
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=34, page number=3] with future log sequence number 405086
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=34, page number=2] with future log sequence number 405503
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=34, page number=1] with future log sequence number 405280
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=2, page number=6] with future log sequence number 798075
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=246] with future log sequence number 797579
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=387] with future log sequence number 797579
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=238] with future log sequence number 788570
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=376] with future log sequence number 788570
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=237] with future log sequence number 788526
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=375] with future log sequence number 788526
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=236] with future log sequence number 788466
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=374] with future log sequence number 788466
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=235] with future log sequence number 788422
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=373] with future log sequence number 788422
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=234] with future log sequence number 788378
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=384] with future log sequence number 788378
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=233] with future log sequence number 788334
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=385] with future log sequence number 788334
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=232] with future log sequence number 788290
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=383] with future log sequence number 788290
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=231] with future log sequence number 788246
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=368] with future log sequence number 788246
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=230] with future log sequence number 788202
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=367] with future log sequence number 788202
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=229] with future log sequence number 788158
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=366] with future log sequence number 788158
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=228] with future log sequence number 788040
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=365] with future log sequence number 788040
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=227] with future log sequence number 787996
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=364] with future log sequence number 787996
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=226] with future log sequence number 787936
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=363] with future log sequence number 787936
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=225] with future log sequence number 787845
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=340] with future log sequence number 879725
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=203] with future log sequence number 879725
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=339] with future log sequence number 879681
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=202] with future log sequence number 879681
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=338] with future log sequence number 879637
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=201] with future log sequence number 879637
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=216] with future log sequence number 880313
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=353] with future log sequence number 880313
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=215] with future log sequence number 880269
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=352] with future log sequence number 880269
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=214] with future log sequence number 880225
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=213] with future log sequence number 880181
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=387] with future log sequence number 914056
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=246] with future log sequence number 914045
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=386] with future log sequence number 913632
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=245] with future log sequence number 913621
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=380] with future log sequence number 910594
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=244] with future log sequence number 910583
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=379] with future log sequence number 910192
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=242] with future log sequence number 910181
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=378] with future log sequence number 909777
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=241] with future log sequence number 909766
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=369] with future log sequence number 908833
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=240] with future log sequence number 909445
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=377] with future log sequence number 908572
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=239] with future log sequence number 909401
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=376] with future log sequence number 905614
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=238] with future log sequence number 909357
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=375] with future log sequence number 905248
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=237] with future log sequence number 909297
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=374] with future log sequence number 904822
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=236] with future log sequence number 909253
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=373] with future log sequence number 904413
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=235] with future log sequence number 909209
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=384] with future log sequence number 901395
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=28, page number=3] with future log sequence number 909799
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=2, page number=6] with future log sequence number 913814
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=1, page number=3] with future log sequence number 913834
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=30, page number=4] with future log sequence number 914071
2026-01-09 14:45:39 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=30, page number=3] with future log sequence number 914090
2026-01-09 14:45:39 0 [ERROR] InnoDB: Page [page id: space=0, page number=7] log sequence number 694330 is in the future! Current system log sequence number 300306.
2026-01-09 14:45:39 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2026-01-09 14:45:39 0 [ERROR] InnoDB: Page [page id: space=0, page number=2] log sequence number 604520 is in the future! Current system log sequence number 300306.
2026-01-09 14:45:39 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2026-01-09 14:45:39 0 [ERROR] InnoDB: Page [page id: space=0, page number=11] log sequence number 712910 is in the future! Current system log sequence number 300306.
2026-01-09 14:45:39 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2026-01-09 14:45:39 0 [ERROR] InnoDB: Page [page id: space=0, page number=6] log sequence number 301525 is in the future! Current system log sequence number 300306.
2026-01-09 14:45:39 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2026-01-09 14:45:39 0 [ERROR] InnoDB: Page [page id: space=0, page number=301] log sequence number 301525 is in the future! Current system log sequence number 300306.
2026-01-09 14:45:39 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2026-01-09 14:45:39 0 [ERROR] InnoDB: Page [page id: space=0, page number=45] log sequence number 301580 is in the future! Current system log sequence number 300306.
2026-01-09 14:45:39 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2026-01-09 14:45:39 0 [ERROR] InnoDB: Page [page id: space=0, page number=306] log sequence number 301580 is in the future! Current system log sequence number 300306.
2026-01-09 14:45:39 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2026-01-09 14:45:39 0 [ERROR] InnoDB: Page [page id: space=0, page number=46] log sequence number 691520 is in the future! Current system log sequence number 300306.
2026-01-09 14:45:39 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2026-01-09 14:45:39 0 [ERROR] InnoDB: Page [page id: space=0, page number=309] log sequence number 691520 is in the future! Current system log sequence number 300306.
2026-01-09 14:45:39 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2026-01-09 14:45:39 0 [ERROR] InnoDB: Page [page id: space=0, page number=47] log sequence number 691559 is in the future! Current system log sequence number 300306.
2026-01-09 14:45:39 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2026-01-09 14:45:39 0 [ERROR] InnoDB: Page [page id: space=0, page number=311] log sequence number 691559 is in the future! Current system log sequence number 300306.
2026-01-09 14:45:39 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2026-01-09 14:45:39 0 [ERROR] InnoDB: Page [page id: space=0, page number=48] log sequence number 691598 is in the future! Current system log sequence number 300306.
2026-01-09 14:45:39 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2026-01-09 14:45:39 0 [ERROR] InnoDB: Page [page id: space=0, page number=312] log sequence number 691598 is in the future! Current system log sequence number 300306.
2026-01-09 14:45:39 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2026-01-09 14:45:39 0 [ERROR] InnoDB: Page [page id: space=0, page number=49] log sequence number 457497 is in the future! Current system log sequence number 300306.
2026-01-09 14:45:39 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2026-01-09 14:45:39 0 [ERROR] InnoDB: Page [page id: space=0, page number=313] log sequence number 457497 is in the future! Current system log sequence number 300306.
2026-01-09 14:45:39 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2026-01-09 14:45:39 0 [ERROR] InnoDB: Page [page id: space=0, page number=50] log sequence number 457536 is in the future! Current system log sequence number 300306.
2026-01-09 14:45:39 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2026-01-09 14:45:39 0 [ERROR] InnoDB: Page [page id: space=0, page number=314] log sequence number 457536 is in the future! Current system log sequence number 300306.
2026-01-09 14:45:39 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2026-01-09 14:45:39 0 [ERROR] InnoDB: Page [page id: space=0, page number=51] log sequence number 457575 is in the future! Current system log sequence number 300306.
2026-01-09 14:45:39 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2026-01-09 14:45:39 0 [ERROR] InnoDB: Page [page id: space=0, page number=315] log sequence number 457575 is in the future! Current system log sequence number 300306.
2026-01-09 14:45:39 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2026-01-09 14:45:39 0 [ERROR] InnoDB: Page [page id: space=0, page number=52] log sequence number 836181 is in the future! Current system log sequence number 300306.
2026-01-09 14:45:39 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2026-01-09 14:45:39 0 [ERROR] InnoDB: Page [page id: space=0, page number=316] log sequence number 836181 is in the future! Current system log sequence number 300306.
2026-01-09 14:45:39 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2026-01-09 14:45:39 0 [ERROR] InnoDB: Page [page id: space=0, page number=53] log sequence number 457692 is in the future! Current system log sequence number 300306.
2026-01-09 14:45:39 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2026-01-09 14:45:39 0 [ERROR] InnoDB: Page [page id: space=0, page number=317] log sequence number 457692 is in the future! Current system log sequence number 300306.
2026-01-09 14:45:39 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2026-01-09 14:45:39 0 [ERROR] InnoDB: Page [page id: space=0, page number=54] log sequence number 457786 is in the future! Current system log sequence number 300306.
2026-01-09 14:45:39 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2026-01-09 14:45:39 0 [ERROR] InnoDB: Page [page id: space=0, page number=318] log sequence number 457786 is in the future! Current system log sequence number 300306.
2026-01-09 14:45:39 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2026-01-09 14:45:39 0 [ERROR] InnoDB: Page [page id: space=0, page number=55] log sequence number 457864 is in the future! Current system log sequence number 300306.
2026-01-09 14:45:39 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2026-01-09 14:45:39 0 [ERROR] InnoDB: Page [page id: space=0, page number=319] log sequence number 457864 is in the future! Current system log sequence number 300306.
2026-01-09 14:45:39 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2026-01-09 14:45:39 0 [ERROR] InnoDB: Page [page id: space=0, page number=56] log sequence number 836220 is in the future! Current system log sequence number 300306.
2026-01-09 14:45:39 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2026-01-09 14:45:39 0 [ERROR] InnoDB: Page [page id: space=0, page number=320] log sequence number 836220 is in the future! Current system log sequence number 300306.
2026-01-09 14:45:39 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2026-01-09 14:45:39 0 [ERROR] InnoDB: Page [page id: space=0, page number=57] log sequence number 836259 is in the future! Current system log sequence number 300306.
